,id,geoconnect_id,eu_id,project_id,geoconnect_name,admin0_id,admin0_name,admin1_id,admin1_name,admin2_id,admin2_name,admin3_id,admin3_name,survey_type,notes
1130,1256,99991,99991,28,NA,0,United States,0,Arizona,0,Yavapai,NA,,1,NA
1131,1257,99992,99992,28,NA,0,United States,0,Arizona,0,Gila,NA,,0,NA
1132,1258,99993,99993,28,NA,0,United States,0,Arizona,0,Pinal,NA,,2,NA
1133,1259,99994,99994,28,NA,0,United States,0,Arizona,0,Graham,NA,,1,NA
