"","eu","tt_unadj","tt_adj","tt_95_low","tt_95_upp","tt_unmanaged_unadj","tt_unmanaged_adj","tt_unmanaged_95_low","tt_unmanaged_95_upp"
"1","99991",0.0228953624258565,0.00976391075,0.00549313767131944,0.015214004583,0.0177179189721353,0.00702343823888889,0.00380113572159722,0.0109137844421667
"2","99993",0.0169403194532023,0.00616895910444444,0.00318636071520833,0.00910806979436111,0.0139339359731346,0.00505254240611111,0.00261549756581944,0.00821231143855555
"3","99994",0.0134170846315522,0.00441837693560606,0.00187981945662879,0.00723721957481061,0.00721215068191019,0.00202652406060606,0.000497878181818182,0.00381510981401515
